text,label
Bệnh viện nào mổ trầm cảm nội soi tốt nhất?,1
Chi phí vật lý trị liệu ở bệnh viện tư khoảng bao nhiêu?,0
Ở Đà Nẵng có trung tâm phục hồi chức năng nào tốt?,1
Dịch vụ chăm sóc người bệnh máu nhiễm mỡ tại nhà nào tốt?,1
Recommend a good orthopedist clinic in Da Nang.,1
Biến chứng nguy hiểm nhất của tiểu đường là gì?,0
Tìm phòng khám nhi chuyên trị ù tai cho trẻ sơ sinh.,1
Có cách nào giảm nhẹ ho có đờm tại nhà không?,0
Recommend a good neurologist clinic in Ho Chi Minh City.,1
Bạn có thể gợi ý bác sĩ chuyên khoa trầm cảm giỏi tại Hải Phòng để tôi đặt lịch khám không?,1
Chi phí xét nghiệm máu tổng quát ở bệnh viện tư khoảng bao nhiêu?,0
"Tôi muốn khám suy giáp, nên đến bệnh viện nào ở Hải Phòng?",1
Recommend a good neurologist clinic in Saigon.,1
Ở Nha Trang có trung tâm phục hồi chức năng nào tốt?,1
Chế độ ăn cho người bị trầm cảm nên bao gồm những gì?,0
Trẻ em bị sốt xuất huyết có nguy hiểm không?,0
Can a lack of sleep cause insomnia?,0
Can stress trigger hypertension?,0
Có những bài tập nào giúp cải thiện trầm cảm?,0
"Tôi bị chóng mặt kéo dài, cần đăng ký khám khoa nào?",1
Bạn có thể gợi ý trung tâm phục hồi chức năng uy tín ở Huế để tôi đăng ký dịch vụ không?,1
"Cần khám răng ở Hải Phòng, chỗ nào tốt nhất?",1
Bạn có thể gợi ý chuyên gia tâm lý nào tư vấn tốt về suy giáp để tôi liên hệ không?,1
Looking for a budget-friendly dental clinic for blood test.,1
Can a lack of sleep cause joint pain?,0
Tìm giúp tôi dịch vụ khám nhi tại nhà ở Quận Đống Đa.,1
Tại sao lại bị sốt xuất huyết sau khi ăn thịt đỏ?,0
Tôi muốn đặt lịch khám trực tuyến với bác sĩ Cơ xương khớp.,1
Trẻ em bị đau đầu có nguy hiểm không?,0
What role does protein play in preventing migraine?,0
Ảnh hưởng của việc thiếu kali đến cơ thể?,0
Tại sao chóng mặt lại xảy ra vào khi thời tiết thay đổi?,0
Có bệnh viện quốc tế nào ở Đà Nẵng chuyên về Nhi khoa không?,1
Can stress trigger diabetes?,0
Sử dụng điện thoại nhiều có gây sốt xuất huyết không?,0
Cho tôi danh sách các trung tâm trung tâm hồi sức ở Huế.,1
Uống nhiều sữa đậu nành có tốt cho người bị tiểu đường không?,0
Muốn siêu âm tuyến giáp thì nên đến đâu?,1
"Tôi cần tư vấn dinh dưỡng cho người bị tiểu đường, liên hệ ai?",1
Chỉ số men gan cao có ý nghĩa gì?,0
Làm thế nào để phòng ngừa bệnh cao huyết áp?,0
Trẻ em bị ho có đờm có nguy hiểm không?,0
Biến chứng nguy hiểm nhất của viêm xoang là gì?,0
Biến chứng nguy hiểm nhất của đau dạ dày là gì?,0
Bạn có thể gợi ý địa chỉ xét nghiệm đường huyết uy tín,1
Cần tìm chuyên gia tâm lý tư vấn về rối loạn tiền đình.,1
"I need to see a doctor for insomnia, any suggestions?",1
Recommend a good orthopedist clinic in Hanoi.,1
Sự khác biệt giữa tiểu đường tuýp 1 và viêm amidan?,0
Tác dụng phụ thường gặp khi dùng thuốc trị suy giáp?,0
Ảnh hưởng của việc thiếu kẽm đến cơ thể?,0
"Tôi cần tư vấn dinh dưỡng cho người bị sỏi thận, liên hệ ai?",1
Tại sao lại bị tức ngực sau khi ăn đồ cay nóng?,0
Nhà thuốc nào bán thuốc đặc trị rối loạn tiền đình mở cửa 24/24?,1
Nguyên nhân nào dẫn đến tình trạng đau dạ dày?,0
Nhà thuốc nào bán thuốc đặc trị đau dạ dày mở cửa 24/24?,1
Trẻ em bị rụng tóc nhiều có nguy hiểm không?,0
Thời gian ủ bệnh của tiểu đường là bao lâu?,0
Bạn có thể gợi ý trung tâm phục hồi chức năng uy tín ở Hà Nội để tôi đăng ký dịch vụ không?,1
Can you help me book an appointment for physical therapy?,1
What are the main causes of depression?,0
Bác sĩ Nội tiết nào mát tay ở Hà Nội?,1
Xin địa chỉ xét nghiệm acid uric lấy kết quả nhanh.,1
Người cao tuổi cần lưu ý gì khi bị rối loạn tiền đình?,0
Suggest a place for reliable cholesterol panel testing.,1
Can you help me book an appointment for dental cleaning?,1
What does a positive thyroid test mean?,0
Sự khác biệt giữa viêm họng hạt và viêm loét tá tràng?,0
Bác sĩ Nội tiết nào mát tay ở Biên Hòa?,1
Khói thuốc lá ảnh hưởng thế nào đến gan?,0
Có bệnh viện quốc tế nào ở Nha Trang chuyên về Nội tiết không?,1
Chế độ ăn cho người bị viêm khớp dạng thấp nên bao gồm những gì?,0
Thời gian ủ bệnh của rối loạn tiền đình là bao lâu?,0
Recommend a good gynecologist clinic in Ho Chi Minh City.,1
Thế nào là huyết áp bình thường ở độ tuổi thanh niên?,0
Tác dụng phụ thường gặp khi dùng thuốc trị sỏi thận?,0
Dịch vụ chăm sóc người bệnh rối loạn tiền đình tại nhà nào tốt?,1
Tìm giúp tôi dịch vụ tiêm vaccine HPV tại nhà ở Quận Hải Châu.,1
Ở Biên Hòa có trung tâm phục hồi chức năng nào tốt?,1
Bạn có thể gợi ý trung tâm phục hồi chức năng uy tín ở Biên Hòa để tôi đăng ký dịch vụ không?,1
"Cần làm nail ở Cần Thơ, chỗ nảo giá cả phải chăng nhất?",1
"Bạn có thể gợi ý giúp tôi tiệm nail uy tín, giá tốt ở Cần Thơ để tôi đặt lịch không?",1
"Tôi muốn khám thoái hóa cột sống, nên đến bệnh viện nào ở Hải Phòng?",1
Tập thể dục cường độ cao có ảnh hưởng đến máu nhiễm mỡ?,0
máu nhiễm mỡ có di truyền không?,0
Người cao tuổi cần lưu ý gì khi bị sỏi thận?,0
Có những bài tập nào giúp cải thiện gan nhiễm mỡ?,0
Where should I go for a second opinion on asthma?,1
What role does fiber play in preventing depression?,0
Có những bài tập nào giúp cải thiện hen suyễn?,0
Tìm giúp tôi dịch vụ xét nghiệm máu tổng quát tại nhà ở Quận 1.,1
Bạn có thể gợi ý dịch vụ xét nghiệm máu tổng quát tại nhà ở Quận 1 để tôi đăng ký không?,1
Biến chứng nguy hiểm nhất của thoái hóa cột sống là gì?,0
Phòng nha khao nào niềng răng trả góp uy tín tại Huế?,1
Bạn có thể gợi ý phòng nha khoa uy tín tại Huế có dịch vụ niềng răng trả góp để tôi đăng ký không?,1
Người cao tuổi cần lưu ý gì khi bị gút (gout)?,0
Where can I get a physical therapy done quickly?,1
Are there any home remedies for chronic fatigue?,0
Phòng khám nào có dịch vụ tiêm vaccine HPV vào cuối tuần?,1
"Tôi muốn tầm soát ung thư phổi, dịch vụ nào phù hợp?",1
Ảnh hưởng của việc thiếu vitamin B12 đến cơ thể?,0
Where can I get a vaccination done quickly?,1
Muốn siêu âm hệ thần kinh thì nên đến đâu?,1
Muốn siêu âm hệ tiêu hóa thì nên đến đâu?,1
"Tôi cần tư vấn dinh dưỡng cho người bị suy giáp, liên hệ ai?",1
How does aging affect kidney function?,0
Nhà thuốc nào bán thuốc đặc trị gút (gout) mở cửa 24/24?,1
Chi phí nhổ răng khôn ở bệnh viện tư khoảng bao nhiêu?,0
What does a positive blood sugar test mean?,0
sỏi thận có di truyền không?,0
viêm xoang có di truyền không?,0
Thế nào là huyết áp bình thường ở độ tuổi người già?,0
Gợi ý cho tôi bác sĩ giỏi chữa thoái hóa cột sống tại TP.HCM.,1
Bạn có thể gợi ý bác sĩ chuyên khoa xương khớp giỏi tại TP.HCM để tôi đặt lịch khám thoái hóa cột sống không?,1
Tìm phòng khám nhi chuyên trị nổi mẩn đỏ cho trẻ sơ sinh.,1
Tại sao đau nhức xương khớp lại xảy ra vào sau khi tập thể dục?,0
Can you help me book an appointment for MRI scan?,1
Làm thế nào để phòng ngừa bệnh viêm khớp dạng thấp?,0
Sự khác biệt giữa trĩ nội và viêm amidan?,0
Can stress trigger anxiety?,0
What is the difference between Covid-19 and osteoarthritis?,0
Khói thuốc lá ảnh hưởng thế nào đến phổi?,0
Trẻ em bị ù tai có nguy hiểm không?,0
What are the main causes of acid reflux?,0
Làm thế nào để phòng ngừa bệnh trầm cảm?,0
Làm thế nào để phòng ngừa bệnh gan nhiễm mỡ?,0
"I need to see a doctor for joint pain, any suggestions?",1
Gợi ý phòng khám chuyên khoa Thần kinh có hỗ trợ bảo hiểm y tế.,1
Có những bài tập nào giúp cải thiện viêm xoang?,0
Which hospital is best for treating depression?,1
Khói thuốc lá ảnh hưởng thế nào đến hệ thần kinh?,0
Ảnh hưởng của việc thiếu canxi đến cơ thể?,0
Cho tôi danh sách các trung tâm trung tâm hồi sức ở TP.HCM.,1
Thế nào là huyết áp bình thường ở độ tuổi trẻ sơ sinh?,0
Phòng nha nào niềng răng trả góp uy tín tại Biên Hòa?,1
Tìm giúp tôi dịch vụ xét nghiệm máu tổng quát tại nhà ở Quận 1.,1
Bạn có thể gợi ý phòng nha khoa uy tín tại Biên Hòa có dịch vụ niềng răng trả góp để tôi đăng ký không?,1
Tại sao lại bị rụng tóc nhiều sau khi ăn thực phẩm lên men?,0
Ở Cần Thơ có trung tâm phục hồi chức năng nào tốt?,1
What does a positive PCR test mean?,0
Gợi ý cho tôi bác sĩ giỏi chữa đau dạ dày tại Cần Thơ.,1
Where can I get a dental cleaning done quickly?,1
Phòng nha nào niềng răng trả góp uy tín tại Biên Hòa?,1
Chế độ ăn cho người bị máu nhiễm mỡ nên bao gồm những gì?,0
Xin đánh giá về khoa Nội tiết của bệnh viện Tai Mũi Họng TW.,1
